class,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33
sit,0.49671,0.33811,-0.22697,0.5083,0.32336,-0.21092,0.5164,0.32269,-0.21081,0.52613,0.32183,-0.21085,0.49312,0.32393,-0.18804,0.48889,0.32389,-0.18811,0.48486,0.32375,-0.18832,0.55462,0.32655,-0.07028,0.49777,0.3291,0.03652,0.51341,0.35186,-0.17063,0.49485,0.35256,-0.14032,0.63458,0.41989,0.00272,0.45036,0.40447,0.16772,0.61664,0.52634,-0.10046,0.41759,0.49296,0.10584,0.50235,0.55515,-0.32006,0.45649,0.55441,-0.17473,0.47492,0.57806,-0.38647,0.46072,0.57741,-0.23414,0.4649,0.56806,-0.40698,0.4722,0.56876,-0.2626,0.47199,0.55863,-0.32957,0.47333,0.56083,-0.19115,0.5832,0.59873,-0.03208,0.4825,0.59837,0.03265,0.52901,0.57949,-0.75922,0.46392,0.68758,-0.35885,0.37197,0.76373,-0.78583,0.42413,0.88592,-0.3876,0.35677,0.77427,-0.79405,0.4332,0.91035,-0.40309,0.30737,0.79829,-1.05179,0.39322,0.95311,-0.67246
sit,0.49738,0.35667,-0.26717,0.5103,0.33877,-0.24957,0.52111,0.33775,-0.24945,0.53229,0.33674,-0.24951,0.48928,0.34,-0.22641,0.48399,0.34019,-0.22645,0.47876,0.34043,-0.22659,0.55621,0.34069,-0.10771,0.48657,0.34459,-0.00107,0.51838,0.37111,-0.21072,0.49293,0.37194,-0.18013,0.63874,0.43943,-0.03272,0.44139,0.42176,0.12566,0.62189,0.55915,-0.09173,0.3939,0.5196,0.06587,0.4981,0.5904,-0.25333,0.43549,0.58457,-0.21825,0.46368,0.61883,-0.31712,0.44302,0.60772,-0.28928,0.45443,0.60536,-0.33511,0.45775,0.59553,-0.30898,0.46262,0.59492,-0.26111,0.45908,0.58723,-0.23261,0.57128,0.62576,-0.03516,0.45993,0.61888,0.03584,0.5161,0.64221,-0.77719,0.47909,0.70462,-0.44628,0.33075,0.83686,-0.80424,0.40605,0.91037,-0.52369,0.32676,0.84988,-0.81112,0.40877,0.93397,-0.5414,0.25117,0.87996,-1.07439,0.37913,0.99846,-0.81757
sit,0.48934,0.32187,-0.21096,0.50421,0.30407,-0.18742,0.51527,0.30412,-0.18733,0.52622,0.30416,-0.18743,0.4806,0.30389,-0.17159,0.47416,0.30387,-0.17163,0.46833,0.304,-0.1718,0.54795,0.31017,-0.03152,0.47256,0.31045,0.04374,0.51033,0.338,-0.14957,0.48063,0.33698,-0.12812,0.62256,0.41427,0.02954,0.41506,0.39142,0.15806,0.59281,0.53735,-0.04311,0.36743,0.49825,0.09698,0.46459,0.56094,-0.22363,0.40389,0.56226,-0.17197,0.42817,0.58514,-0.29089,0.40827,0.58872,-0.24368,0.41927,0.572,-0.306,0.42179,0.57711,-0.26806,0.42702,0.56304,-0.23061,0.42368,0.56759,-0.18805,0.53974,0.60297,-0.0375,0.42224,0.59561,0.03823,0.46584,0.62222,-0.76696,0.42967,0.69339,-0.38163,0.26088,0.81429,-0.81849,0.3479,0.89692,-0.45388,0.26276,0.83188,-0.82661,0.32927,0.91466,-0.47033,0.17367,0.85757,-1.09016,0.29687,0.97162,-0.73039
sit,0.49092,0.32259,-0.23349,0.50496,0.30441,-0.212,0.5158,0.30389,-0.21191,0.52715,0.30322,-0.21202,0.48233,0.30498,-0.19411,0.47611,0.3051,-0.19414,0.47046,0.30523,-0.1943,0.55018,0.30816,-0.06082,0.47529,0.3104,0.0243,0.51241,0.3381,-0.17337,0.48425,0.33804,-0.14904,0.62856,0.41076,-6e-05,0.42069,0.39175,0.14883,0.60611,0.53292,-0.07873,0.377,0.49774,0.09757,0.48071,0.55988,-0.25974,0.41621,0.56073,-0.16405,0.44496,0.58361,-0.32358,0.42198,0.58566,-0.23361,0.43552,0.57109,-0.33989,0.43555,0.57469,-0.25711,0.4417,0.56243,-0.267,0.43777,0.56567,-0.18007,0.55127,0.59931,-0.04792,0.43359,0.59604,0.04859,0.48482,0.61653,-0.75862,0.43257,0.69531,-0.33739,0.28761,0.80941,-0.81504,0.36992,0.90156,-0.40514,0.28305,0.82957,-0.82303,0.35255,0.92143,-0.42154,0.20392,0.85156,-1.07825,0.30588,0.97913,-0.674
sit,0.50451,0.33097,-0.21636,0.51801,0.31362,-0.19531,0.52819,0.31248,-0.19521,0.53972,0.31129,-0.19529,0.49865,0.31499,-0.17434,0.49286,0.31493,-0.17438,0.48745,0.31454,-0.17452,0.56739,0.3157,-0.04597,0.49421,0.31852,0.05221,0.52279,0.34654,-0.15756,0.49945,0.34649,-0.12957,0.6455,0.42189,0.02161,0.44238,0.39507,0.16938,0.61974,0.54135,-0.05465,0.391,0.49621,0.10521,0.48738,0.56554,-0.22677,0.43447,0.56331,-0.16517,0.45132,0.58874,-0.29137,0.43794,0.58876,-0.23369,0.44317,0.57526,-0.3032,0.45294,0.57818,-0.25431,0.45147,0.56688,-0.23211,0.45519,0.56979,-0.17948,0.56342,0.60708,-0.03439,0.45102,0.59891,0.03509,0.51494,0.6087,-0.78147,0.46935,0.68759,-0.43416,0.30001,0.80857,-0.84339,0.38165,0.89035,-0.52602,0.30203,0.82126,-0.85404,0.36129,0.91113,-0.54574,0.20535,0.86829,-1.11841,0.34248,0.9797,-0.81878
sit,0.50761,0.37256,-0.23566,0.5198,0.3534,-0.21395,0.53002,0.35242,-0.21385,0.54,0.35157,-0.21393,0.49743,0.35559,-0.19802,0.49104,0.35591,-0.19806,0.48554,0.35627,-0.1982,0.56042,0.35488,-0.05587,0.48947,0.36072,0.01971,0.52814,0.38568,-0.17262,0.50121,0.38703,-0.15111,0.64318,0.4479,0.01561,0.4442,0.43544,0.15139,0.62787,0.56394,-0.05501,0.41087,0.53865,0.08955,0.5106,0.59465,-0.25447,0.44776,0.59401,-0.19791,0.47649,0.62027,-0.31992,0.4558,0.61855,-0.2697,0.4683,0.60666,-0.34313,0.46924,0.60555,-0.29326,0.47444,0.59728,-0.26462,0.46999,0.59696,-0.21359,0.5849,0.63066,-0.04312,0.47168,0.62988,0.04382,0.52178,0.656,-0.73283,0.48383,0.72384,-0.37071,0.34525,0.84459,-0.79977,0.43501,0.92613,-0.48148,0.35318,0.86134,-0.81054,0.44353,0.9485,-0.50277,0.2695,0.88924,-1.06663,0.4035,1.015,-0.75797
sit,0.48346,0.34575,-0.1156,0.50015,0.32769,-0.09291,0.51037,0.32731,-0.09281,0.52084,0.32713,-0.09289,0.4786,0.32809,-0.07552,0.47232,0.32796,-0.07556,0.46663,0.32797,-0.07575,0.54343,0.33616,0.04151,0.47351,0.33456,0.12328,0.50205,0.36227,-0.06379,0.47622,0.36141,-0.04038,0.61928,0.44425,0.06637,0.41142,0.41729,0.20539,0.59219,0.56725,-0.02379,0.36705,0.52481,0.11164,0.45005,0.59212,-0.17321,0.39873,0.58277,-0.14488,0.415,0.61819,-0.23407,0.40584,0.60905,-0.21286,0.40445,0.60513,-0.24473,0.42051,0.59527,-0.22879,0.41351,0.59644,-0.17873,0.42162,0.58638,-0.1575,0.5366,0.63339,-0.04341,0.42244,0.62563,0.04413,0.45994,0.63235,-0.73216,0.43698,0.70627,-0.39777,0.25557,0.84223,-0.80461,0.34104,0.91451,-0.51235,0.25436,0.85244,-0.81382,0.34288,0.93728,-0.53093,0.16613,0.88292,-1.0607,0.30668,0.97314,-0.77933
sit,0.45838,0.33584,-0.08069,0.47482,0.31713,-0.06206,0.48523,0.31674,-0.06196,0.4963,0.3166,-0.06207,0.45328,0.3179,-0.04334,0.44738,0.31799,-0.04335,0.4419,0.31803,-0.04353,0.5228,0.32634,0.04749,0.44952,0.32574,0.13357,0.47631,0.35205,-0.03811,0.4511,0.35212,-0.01331,0.59971,0.43704,0.05372,0.38754,0.40967,0.1976,0.57212,0.55629,-0.04002,0.34142,0.51132,0.12307,0.42764,0.58178,-0.16072,0.37945,0.5798,-0.08718,0.39267,0.60729,-0.21305,0.38221,0.60814,-0.14653,0.38144,0.59439,-0.21073,0.39872,0.5967,-0.15864,0.39136,0.58523,-0.15978,0.40166,0.58707,-0.09802,0.5177,0.62297,-0.04121,0.39918,0.61583,0.04166,0.44783,0.63502,-0.67578,0.35801,0.7047,-0.3734,0.23238,0.84671,-0.76702,0.31418,0.91476,-0.5136,0.22344,0.86199,-0.77483,0.32026,0.94235,-0.53235,0.14496,0.88323,-1.00267,0.26983,0.97578,-0.76687
sit,0.45059,0.34214,-0.02673,0.46727,0.32369,-0.00788,0.47805,0.32326,-0.00776,0.48937,0.32294,-0.00785,0.44611,0.32442,0.01186,0.4403,0.32457,0.01185,0.43514,0.32473,0.01163,0.51538,0.3317,0.09734,0.44337,0.33172,0.18878,0.46957,0.35896,0.01348,0.44444,0.35812,0.03986,0.59461,0.44402,0.09683,0.38058,0.41767,0.23805,0.56626,0.5678,-0.00132,0.33072,0.52048,0.15365,0.42109,0.58889,-0.12592,0.36967,0.58521,-0.05391,0.38779,0.6127,-0.17631,0.3777,0.61325,-0.11077,0.37907,0.60043,-0.17286,0.3943,0.60129,-0.12146,0.38733,0.59117,-0.12509,0.39633,0.59232,-0.06394,0.5142,0.63655,-0.03852,0.39277,0.62941,0.03904,0.43708,0.63875,-0.67244,0.36205,0.70698,-0.36656,0.2245,0.86001,-0.75218,0.3171,0.9293,-0.4915,0.21424,0.86842,-0.75869,0.32207,0.95529,-0.5087,0.13309,0.89934,-0.98895,0.2773,1.02178,-0.74455
sit,0.45159,0.3398,-0.04726,0.46854,0.32139,-0.02834,0.47966,0.32137,-0.02821,0.49077,0.32159,-0.02829,0.44605,0.32151,-0.01141,0.44001,0.32132,-0.01141,0.43455,0.32136,-0.01163,0.51495,0.3306,0.09143,0.44188,0.32912,0.17136,0.47076,0.35607,0.00017,0.44419,0.35597,0.02312,0.5935,0.44197,0.11114,0.37907,0.41374,0.22908,0.56507,0.56372,0.00633,0.33171,0.51873,0.13839,0.41828,0.58887,-0.14569,0.37691,0.58715,-0.07654,0.38542,0.61121,-0.20419,0.38096,0.61732,-0.13532,0.37271,0.59794,-0.20183,0.39777,0.60647,-0.15328,0.38203,0.58937,-0.1455,0.40189,0.59721,-0.08897,0.50755,0.63583,-0.02906,0.38482,0.62948,0.0296,0.4331,0.64164,-0.69881,0.35943,0.71934,-0.34133,0.21946,0.85552,-0.78155,0.30339,0.93704,-0.44621,0.20825,0.86884,-0.78902,0.30686,0.96227,-0.46309,0.11966,0.89992,-1.03283,0.26223,1.03004,-0.70226
sit,0.44073,0.35462,-0.07033,0.45648,0.33633,-0.0462,0.46617,0.33552,-0.04615,0.47698,0.33494,-0.04623,0.43583,0.33805,-0.02872,0.43026,0.33852,-0.02873,0.42453,0.33918,-0.02895,0.50477,0.34277,0.07571,0.43393,0.34533,0.15415,0.46044,0.37024,-0.02446,0.43564,0.37053,-0.00189,0.58199,0.4563,0.08313,0.37035,0.42995,0.21545,0.5514,0.5795,-0.004,0.31344,0.53263,0.12882,0.40334,0.60867,-0.14852,0.3559,0.59423,-0.10118,0.37057,0.63504,-0.19946,0.36302,0.62336,-0.15796,0.36182,0.62171,-0.19846,0.38045,0.60966,-0.1638,0.37034,0.61234,-0.14841,0.38118,0.6008,-0.1085,0.49944,0.64195,-0.03528,0.37613,0.63437,0.03569,0.42118,0.64229,-0.67519,0.36943,0.72614,-0.2759,0.2127,0.8656,-0.85365,0.3035,0.92875,-0.40078,0.19295,0.88102,-0.87097,0.30752,0.95855,-0.41891,0.12503,0.89542,-1.09835,0.2641,0.99804,-0.64584
sit,0.45799,0.34633,-0.46823,0.47496,0.32781,-0.44863,0.48601,0.32734,-0.44849,0.4964,0.32724,-0.44854,0.45089,0.33004,-0.43416,0.44423,0.33082,-0.43418,0.43736,0.33172,-0.43429,0.51903,0.33586,-0.30589,0.44184,0.33703,-0.23441,0.48246,0.36411,-0.41242,0.4492,0.36452,-0.39207,0.59074,0.45282,-0.24227,0.37205,0.42389,-0.18097,0.55569,0.57071,-0.27074,0.32803,0.5424,-0.22761,0.43039,0.62552,-0.39434,0.36975,0.63111,-0.41411,0.4067,0.66587,-0.4578,0.36836,0.66869,-0.48749,0.39092,0.65277,-0.48103,0.39063,0.65965,-0.50457,0.39694,0.63816,-0.40282,0.39501,0.64579,-0.42545,0.48451,0.64779,-0.00229,0.35339,0.6307,0.00228,0.52073,0.75902,-0.58637,0.2542,0.77375,-0.4236,0.46495,0.85772,-0.12095,0.22936,0.95628,-0.26407,0.44471,0.85886,-0.08016,0.23766,0.9724,-0.25745,0.47114,0.95168,-0.24992,0.20958,1.04303,-0.50075
sit,0.45346,0.35576,-0.30414,0.47137,0.33811,-0.29196,0.48249,0.33811,-0.29183,0.49317,0.33815,-0.29194,0.44853,0.33836,-0.27496,0.44214,0.33851,-0.27496,0.43639,0.33862,-0.27512,0.51787,0.34742,-0.1829,0.44243,0.34607,-0.10122,0.47242,0.37322,-0.25937,0.44516,0.37238,-0.2361,0.58983,0.46618,-0.12852,0.37125,0.43475,-0.06062,0.54251,0.58602,-0.16732,0.31667,0.54672,-0.11776,0.41661,0.63484,-0.30357,0.36131,0.63382,-0.31445,0.39822,0.67307,-0.36564,0.36438,0.66889,-0.3845,0.38757,0.66038,-0.39516,0.38777,0.65534,-0.40404,0.39373,0.6453,-0.31593,0.39047,0.64261,-0.3267,0.48654,0.65384,0.00076,0.35169,0.64007,-0.00054,0.47892,0.71351,-0.73666,0.2833,0.77704,-0.39016,0.44684,0.87929,-0.50408,0.22639,0.97553,-0.35869,0.43998,0.88655,-0.48524,0.22489,0.98829,-0.36554,0.44068,0.96657,-0.7025,0.21301,1.06082,-0.62376
sit,0.44669,0.37457,-0.09832,0.4652,0.35725,-0.07694,0.4754,0.35755,-0.07694,0.48571,0.35796,-0.0771,0.44258,0.3568,-0.06279,0.43643,0.35686,-0.06272,0.43038,0.35708,-0.06288,0.50652,0.36596,0.03928,0.43593,0.36495,0.10494,0.46744,0.39196,-0.0546,0.43786,0.38994,-0.03543,0.5784,0.47778,0.02842,0.36694,0.44982,0.15884,0.54931,0.59626,-0.06636,0.31681,0.55864,0.08688,0.40837,0.63139,-0.21418,0.35009,0.63098,-0.12764,0.37427,0.66382,-0.27813,0.35616,0.66116,-0.19993,0.3602,0.64921,-0.28385,0.37204,0.64741,-0.21996,0.36937,0.63752,-0.21803,0.37353,0.63835,-0.14273,0.48835,0.66057,-0.04517,0.36578,0.6539,0.04581,0.4132,0.70422,-0.53049,0.31988,0.7365,-0.32587,0.2605,0.96216,-0.67713,0.2714,0.95734,-0.50271,0.27234,0.98126,-0.69432,0.27878,0.98899,-0.52404,0.18558,1.00609,-0.92887,0.22541,0.99809,-0.73775
sit,0.52339,0.33901,-0.40131,0.53979,0.32169,-0.38562,0.55051,0.3213,-0.38547,0.56034,0.32131,-0.38552,0.51629,0.32354,-0.36848,0.50933,0.32428,-0.36846,0.50233,0.3252,-0.36854,0.58233,0.33139,-0.26168,0.50544,0.33367,-0.17785,0.54433,0.35663,-0.35255,0.51316,0.35645,-0.32862,0.65522,0.44551,-0.18689,0.44259,0.41824,-0.1475,0.6291,0.56422,-0.21516,0.39677,0.52931,-0.19059,0.50945,0.61382,-0.34366,0.44727,0.60747,-0.3649,0.48862,0.65457,-0.40768,0.44655,0.64764,-0.43543,0.46851,0.64233,-0.42671,0.46966,0.64021,-0.45178,0.47329,0.62811,-0.35137,0.47375,0.62714,-0.3753,0.56077,0.63315,0.01373,0.42915,0.61467,-0.01359,0.58931,0.74118,-0.56997,0.36429,0.74039,-0.42854,0.5411,0.84013,-0.13494,0.31127,0.94675,-0.32489,0.51413,0.84423,-0.09589,0.3076,0.96544,-0.32284,0.55227,0.9383,-0.25118,0.31673,1.03598,-0.56329
sit,0.54363,0.34239,-0.46715,0.5584,0.32516,-0.44607,0.56915,0.32518,-0.44598,0.57983,0.32554,-0.44605,0.53424,0.32573,-0.43487,0.52809,0.32611,-0.43489,0.52166,0.32653,-0.43499,0.59965,0.33292,-0.2985,0.52189,0.33386,-0.24156,0.56495,0.361,-0.40923,0.53369,0.36027,-0.39305,0.66377,0.44176,-0.1966,0.45785,0.41809,-0.1875,0.63298,0.55815,-0.20976,0.42011,0.52598,-0.22011,0.53396,0.60499,-0.36137,0.4641,0.59635,-0.40636,0.50961,0.64159,-0.42205,0.46316,0.63329,-0.47767,0.49302,0.6284,-0.44672,0.48326,0.62592,-0.49555,0.4991,0.61407,-0.37201,0.48704,0.61336,-0.4168,0.56822,0.62069,0.01898,0.44411,0.6025,-0.01896,0.60015,0.74126,-0.46685,0.38625,0.72745,-0.47828,0.5489,0.81889,0.00871,0.33436,0.91749,-0.3533,0.51967,0.82051,0.05044,0.33435,0.936,-0.34919,0.55323,0.90801,-0.09646,0.33394,0.99085,-0.59513
sit,0.50831,0.30241,-0.54829,0.5208,0.28431,-0.5256,0.53175,0.2835,-0.52552,0.54237,0.28277,-0.52559,0.4968,0.28625,-0.51666,0.4908,0.28677,-0.51674,0.4848,0.28725,-0.51684,0.56155,0.28704,-0.36557,0.48793,0.29271,-0.31955,0.53332,0.31806,-0.48511,0.50167,0.31995,-0.47196,0.64129,0.38955,-0.24412,0.43623,0.37987,-0.26936,0.62382,0.50389,-0.27748,0.41716,0.49141,-0.33676,0.54748,0.57324,-0.47351,0.47984,0.55932,-0.53628,0.53164,0.60671,-0.54227,0.48989,0.59418,-0.614,0.5164,0.59864,-0.57435,0.50759,0.5847,-0.62353,0.52125,0.58647,-0.48881,0.50863,0.57389,-0.54266,0.57676,0.5689,0.03467,0.45502,0.56127,-0.03449,0.63022,0.67082,-0.522,0.43331,0.66025,-0.6115,0.58575,0.75295,0.01256,0.40386,0.84281,-0.40717,0.55789,0.75739,0.06086,0.39223,0.86599,-0.3943,0.60816,0.83026,-0.08136,0.39773,0.93643,-0.64806
sit,0.45781,0.3117,-0.56937,0.47195,0.29337,-0.54343,0.48245,0.29203,-0.54336,0.49246,0.29102,-0.54342,0.44655,0.29695,-0.53288,0.43982,0.29787,-0.53294,0.43301,0.29881,-0.53303,0.51032,0.2968,-0.37043,0.43442,0.30433,-0.32009,0.48239,0.32751,-0.5024,0.4503,0.33,-0.48819,0.58426,0.40155,-0.24095,0.38234,0.38637,-0.25185,0.56873,0.51714,-0.24574,0.3531,0.49169,-0.31451,0.48015,0.57608,-0.41488,0.42053,0.56707,-0.53361,0.46489,0.61424,-0.4787,0.4255,0.59954,-0.61118,0.44772,0.60369,-0.50471,0.44593,0.59199,-0.62413,0.45095,0.58826,-0.4256,0.44692,0.57998,-0.54169,0.51504,0.58184,0.03855,0.39206,0.57422,-0.03857,0.57108,0.69783,-0.39926,0.36567,0.69282,-0.55121,0.51418,0.76988,0.18724,0.32195,0.86524,-0.3794,0.48588,0.77014,0.2391,0.31422,0.88834,-0.37174,0.53757,0.84691,0.10606,0.31713,0.96311,-0.63594
sit,0.45443,0.32354,-0.54817,0.47094,0.30638,-0.5249,0.48164,0.30571,-0.52482,0.49162,0.30534,-0.52489,0.44354,0.30806,-0.51428,0.43614,0.30835,-0.51433,0.4293,0.30894,-0.51445,0.50762,0.31197,-0.36112,0.42769,0.31508,-0.30698,0.47719,0.34109,-0.48362,0.44278,0.34146,-0.46841,0.56965,0.42289,-0.24187,0.36364,0.39663,-0.23679,0.5373,0.53673,-0.27935,0.3236,0.49978,-0.30432,0.43436,0.59006,-0.46664,0.38107,0.57589,-0.51482,0.41413,0.62517,-0.53574,0.38338,0.6111,-0.59083,0.40076,0.61136,-0.55849,0.40488,0.60227,-0.60421,0.40572,0.59725,-0.47763,0.40755,0.59109,-0.52268,0.47636,0.59901,0.01967,0.35069,0.58302,-0.01961,0.50624,0.70421,-0.54876,0.30856,0.68931,-0.5739,0.45923,0.78413,-0.04317,0.23824,0.88207,-0.43837,0.43357,0.78903,0.00104,0.24098,0.91086,-0.43449,0.46295,0.87095,-0.16881,0.21285,0.9791,-0.70987
sit,0.47363,0.32823,-0.43008,0.4895,0.31034,-0.40767,0.49996,0.31028,-0.40755,0.51035,0.31044,-0.40761,0.46421,0.31141,-0.39644,0.45734,0.31184,-0.39643,0.45092,0.31249,-0.39657,0.53023,0.31921,-0.25537,0.45266,0.32045,-0.19681,0.4959,0.34621,-0.37022,0.4629,0.34486,-0.35367,0.60223,0.43272,-0.18194,0.38345,0.40762,-0.15045,0.56896,0.55339,-0.22862,0.33631,0.51883,-0.20837,0.45436,0.60611,-0.38048,0.38451,0.60225,-0.38042,0.43174,0.64517,-0.4458,0.38288,0.6443,-0.45147,0.41009,0.63279,-0.46683,0.4073,0.63585,-0.46745,0.41494,0.61899,-0.38918,0.41147,0.62282,-0.39015,0.50241,0.6294,0.00234,0.3683,0.61213,-0.00223,0.53029,0.7387,-0.64062,0.29706,0.73091,-0.49428,0.47286,0.83076,-0.19749,0.23525,0.94921,-0.3586,0.44938,0.83218,-0.15807,0.24127,0.96779,-0.35378,0.47824,0.92728,-0.33917,0.23034,1.02689,-0.60838
sit,0.51985,0.30599,-0.584,0.53186,0.28868,-0.55891,0.54112,0.28798,-0.55883,0.55114,0.28768,-0.5589,0.50692,0.29086,-0.55447,0.49962,0.29142,-0.55456,0.49297,0.29234,-0.55466,0.56737,0.29352,-0.38413,0.49105,0.2992,-0.35757,0.54086,0.322,-0.51492,0.50907,0.32288,-0.50735,0.63702,0.39247,-0.23398,0.43621,0.38227,-0.30182,0.6213,0.50531,-0.24223,0.41958,0.49348,-0.3354,0.54668,0.56873,-0.44825,0.4793,0.55725,-0.50211,0.53009,0.60155,-0.51287,0.48637,0.59317,-0.57773,0.51502,0.59185,-0.54992,0.50551,0.58566,-0.58829,0.51989,0.57969,-0.46625,0.50822,0.57485,-0.50802,0.5658,0.568,0.03931,0.4504,0.55996,-0.03919,0.62937,0.68417,-0.37226,0.4243,0.67202,-0.55574,0.57472,0.75463,0.17244,0.39538,0.85111,-0.36488,0.54672,0.75997,0.22,0.39497,0.87139,-0.35429,0.5962,0.83147,0.08689,0.39644,0.93553,-0.60356
sit,0.50048,0.29226,-0.56885,0.51293,0.27411,-0.54047,0.52251,0.27298,-0.54044,0.53132,0.27191,-0.54052,0.48599,0.27691,-0.53637,0.47815,0.27782,-0.53646,0.47113,0.27883,-0.53657,0.54577,0.27672,-0.35674,0.46848,0.28567,-0.33206,0.52281,0.30759,-0.4972,0.4905,0.31056,-0.49034,0.61962,0.38085,-0.20358,0.41577,0.37153,-0.27763,0.59907,0.49116,-0.23283,0.40132,0.4816,-0.34091,0.52978,0.55518,-0.47616,0.46485,0.54635,-0.54798,0.51452,0.58918,-0.54753,0.47222,0.57969,-0.62768,0.4986,0.57811,-0.58412,0.49071,0.57081,-0.63984,0.50183,0.56639,-0.49495,0.49309,0.56075,-0.55445,0.55129,0.55681,0.04852,0.4348,0.5506,-0.04847,0.62333,0.66558,-0.43802,0.41983,0.65433,-0.61341,0.56073,0.74249,0.11772,0.38837,0.83436,-0.40117,0.52687,0.74508,0.1667,0.38074,0.85765,-0.38809,0.59145,0.81485,0.0265,0.38781,0.94025,-0.64842
sit,0.49167,0.29299,-0.5241,0.50515,0.275,-0.49987,0.51458,0.27401,-0.49981,0.52362,0.27348,-0.49986,0.47922,0.2784,-0.49327,0.47154,0.2794,-0.49332,0.46425,0.28052,-0.49337,0.53841,0.2799,-0.34023,0.45997,0.28697,-0.3063,0.51396,0.30923,-0.46168,0.48108,0.31146,-0.45195,0.60464,0.38349,-0.21402,0.40464,0.3698,-0.24805,0.59123,0.49351,-0.2131,0.38281,0.48028,-0.27509,0.51664,0.55122,-0.39239,0.45162,0.54262,-0.4428,0.50153,0.58935,-0.45647,0.46078,0.57687,-0.5129,0.48547,0.57844,-0.48664,0.48026,0.56713,-0.52704,0.48808,0.56355,-0.40657,0.48101,0.55508,-0.44995,0.53956,0.55544,0.04102,0.42257,0.55074,-0.041,0.60868,0.67346,-0.36144,0.40777,0.66928,-0.51015,0.54697,0.74411,0.16426,0.37931,0.84406,-0.34028,0.51655,0.7466,0.21072,0.3788,0.86687,-0.3317,0.57612,0.81674,0.09742,0.37432,0.95285,-0.56802
sit,0.45672,0.27805,-0.60147,0.47047,0.2596,-0.57568,0.48039,0.25796,-0.57563,0.48857,0.2566,-0.57569,0.44332,0.26366,-0.57062,0.43605,0.26477,-0.5707,0.42995,0.26561,-0.57081,0.50324,0.26188,-0.39656,0.42827,0.27155,-0.36906,0.48019,0.29252,-0.53061,0.44625,0.29594,-0.52297,0.57922,0.36346,-0.24508,0.37401,0.35634,-0.30206,0.56691,0.47665,-0.26811,0.35499,0.46698,-0.35846,0.49574,0.53819,-0.49844,0.42767,0.53476,-0.5721,0.4824,0.57611,-0.56884,0.4395,0.56961,-0.65305,0.46686,0.56498,-0.59927,0.4575,0.55869,-0.66734,0.46845,0.55092,-0.51363,0.45811,0.54699,-0.57963,0.51585,0.54119,0.0462,0.39466,0.53788,-0.04616,0.5896,0.65765,-0.34292,0.38759,0.65274,-0.59125,0.53145,0.72373,0.25088,0.37088,0.8348,-0.39542,0.50247,0.72656,0.30275,0.37311,0.85534,-0.3851,0.56319,0.79757,0.17457,0.36461,0.94005,-0.64602
sit,0.45899,0.29926,-0.62233,0.47166,0.28099,-0.5918,0.48163,0.27982,-0.59177,0.48983,0.27887,-0.59184,0.44519,0.28387,-0.58991,0.43779,0.28493,-0.59001,0.43119,0.28609,-0.59012,0.50451,0.28431,-0.39078,0.42792,0.29271,-0.37812,0.48152,0.31482,-0.5438,0.44857,0.31749,-0.54054,0.57544,0.38701,-0.2303,0.37322,0.37761,-0.31352,0.56027,0.49617,-0.2815,0.35407,0.48561,-0.40091,0.49574,0.56097,-0.56005,0.42564,0.55413,-0.64677,0.48116,0.595,-0.63436,0.43698,0.5879,-0.73431,0.46527,0.58485,-0.66929,0.45439,0.57858,-0.74453,0.46801,0.57193,-0.57841,0.45453,0.5677,-0.65298,0.51342,0.56331,0.05061,0.39176,0.55951,-0.0506,0.58496,0.67483,-0.34438,0.38209,0.66642,-0.67782,0.52846,0.74248,0.30269,0.36318,0.84245,-0.45257,0.50135,0.74682,0.35926,0.35707,0.86557,-0.43937,0.56049,0.8177,0.22023,0.35945,0.94299,-0.71843
sit,0.47169,0.30886,-0.59286,0.48407,0.29071,-0.56485,0.49413,0.28983,-0.5648,0.50372,0.28967,-0.56488,0.458,0.29413,-0.56229,0.45018,0.29519,-0.56237,0.44368,0.2963,-0.56245,0.51855,0.29613,-0.37988,0.44111,0.30362,-0.36307,0.49496,0.32511,-0.52052,0.46077,0.32735,-0.51586,0.5891,0.39834,-0.23192,0.38721,0.38925,-0.30419,0.57349,0.50794,-0.25998,0.37408,0.50005,-0.35796,0.50336,0.57253,-0.49128,0.43809,0.56166,-0.55978,0.4901,0.60591,-0.55854,0.44825,0.59637,-0.64025,0.47468,0.59709,-0.59494,0.46503,0.58601,-0.64924,0.47776,0.58418,-0.50951,0.46538,0.57467,-0.56604,0.52485,0.57095,0.04572,0.40593,0.56316,-0.04561,0.59744,0.68816,-0.34731,0.39693,0.68036,-0.55798,0.54036,0.75317,0.23011,0.37233,0.84903,-0.35698,0.51383,0.75801,0.28041,0.36276,0.87166,-0.3463,0.56651,0.82776,0.14989,0.37548,0.94592,-0.60505
